mastodon	twitter
@OllyLewis@mastodon.world	@OLewis_coaching
@mrterborg@nerdculture.de	@mrterborg
@lkl@universeodon.com	@lkl
@ThreeSigFigs@mathstodon.xyz	@ThreeSigFigs
@debrawexler@mastodon.social	@debrawexler_
@Richard@zirk.us	@mrrichardbird
@bmooreintheloop@mstdn.ca	@bmooreintheloop
@stevehadden@mastodon.online	@stevehadden
@drjamcgovern@vmst.io	@jamcgovern
@SoisFort@mas.to	@mafarrace
@vstiebert@c.im 	@viki.Stiebert 
@ResEd03@mastodon.org.uk	@RESED03
@rickpardo@mstdn.ca	@rickpardo
@carlapeck@mstdn.ca	@cpeck3
@JenRoberts@techhub.social	@JenRoberts1
@c_leece@mas.to	@c_leece
@mmekathleen@mstdn.ca 	@mmekathleen
@tawfiquehasan@mstdn.social	@tawfique.hasan
@elizareilly@mstdn.social	@elizajreilly
@sparkes66@toot.com	@sparkes66
@Mariesh289@mastodon.scot 	@MissSherry14
@bjistbunch@nerdculture.de	@BuistBunch
@leadlingtech@mastodon.scot	@leadlingtech
@ch2010@mastodon.world	@cindyhoward
@lmmonti@masto.nu	@lmmonti
@drtimony@mastodon.social	@drtimony 
@dtcampbe@mas.to	@dtcampbe
@Sunny5300@mindly.social	@sandersclan5 on the Bird site
@mrelseclass@mstdn.ca	@mrelseclass
@kmagary@mas.to	@msmagaryphysics
@tiadawson@mstdn.world	@tiamdawson
@EllaRose@mastodon.world	@RaffaellaRosina
@sara_peltola@mastodontti.fi	@sara_peltola
@serenissimaj@sciences.social	@serenissimaj
@margreek@halifaxsocial.ca	@margreek
@maryannfuduric@mstdn.social	@MaryAnnFuduric
@rabbitt@mastodon.education	@bethrabbitt
@andrefduarte@mastodon.social	none
@mrmclaughlin@mastodon.lol	@mrmclaughlin
@alexander@mastodon.education	@aemacdougall
@Senja13@mastodon.education	@josenja
@w7fsc@mastodon.social	@theologyguy
@saig@mstdn.social	@gsat
@EduCroupe@mastodon.education	@EduCroupe
@atwright@econtwitter.net	@jclerch
@pookieb15@c.im	@amyebecker15
@DrDanaDeHart@sciences.social	@DrDanaDeHart
@VirtualGiff@mastodon.world	@VirtualGiff
@Gillipopkin@aus.social	@jillipopkin
@shmaynor@qoto.org	@shmaynor
@shookademia@mastodon.party	@shookademia
@sturmdon@universeodon.com	@sturmdon
@sarahjelm@mastodon.social	@sara_hjelm
@i_am_mays@mastodon.world	@i_am_mays
@loislanersvl@mstdn.social	@loislanersvl
@LisaLopez@sciences.social	@lisapsy1
@evantownsend@c.im	@evantownsend
@b00kish@ohai.social	@b00kish
@Jasoncurtis@mastodon.education	@EdTechTexan
@dendari@mastodon.world	@dendari
@ezundel@mastodon.social	@ezundel
@saragoldrickrab@edumasto.org	@Saragoldrickrab 
@AnnabelleLeve@mastodon.au	@amlev2
@andyluciano@mastodon.world	@andyluciano
@brasst@mastodon.education	@brasst
@justine@indieweb.social	@siskin_j
@Wterral@mastodon.education 	@wterral
@drtolunoah@sotl.social	@drtolunoah
@techielibgrl@mastodon.education	@techielibgrl
@EdTechTracey@mastodon.education	@EdTechTracey
@pravenj@mastodon.education	@pravenj
@sarahdateechur.mastodon.education	@sarahdateechur
@SerhatTutkal@fediscience.org	@SerhatTutkal
@braveneutrino@mastodon.education	@braveneutrino 
@ronaldchennault@masto.ai	@ronaldchennault
@cyndyharrison@mastodon.education	@cyndyharrison84
@KrisRenn@edumasto.org	@KrisRenn
@leighmurrell@techhub.social	@leighmurrell
@DrJRN@mstdn.social	@Dr_JRN01
@Xochiquetzal@sfba.social	@XochiCandelaria
@jessicazeller@mstdn.social	@jessicazeller
@jutecht@mastodon.education	@jutecht
@kyropoulos@mastodon.social	@kyropoulos
@aarbrk@mstdn.mx	@aarbrk
@willrichardson@mstdn.social	@willrich45
@ohiofi@cmh.one	@20hz20khz
@theheadslines@mastodon.social	kevin_carson
@drkarenwieland@c.im	@drkarenwieland
@echoechoR@vis.social	@echoechoR
@drake@mathstodon.xyz	@draketeach
@RuthFlaherty@techhub.social	@RuthFlahertyLaw
@brndnpink@toot.community	@brndnpink
@Dietrichucation@mastodon.education	@Dietrichucation
@JamesHumbers@aus.social	@JamesHumbers
@betzydbo@mastodon.world	@betzydbo
@jhermosillo@mastodon.world	@jchhats
@kmcdaniel27@mastodon.world	kmcdaniel27
@mandijb@mastodon.world	@Learn_AndGo
@BEAMLab@mastodon.social	@joanna22c
@birv2@pkm.social	@birv2
@mariaflaherty@mastodon.world	@CoachtoLearn
@MrsZ@mastodon.world	@gegez1963
@DrHeidiOrvosh@mastodon.world	@HeidiOrvosh
@mrshowell24@mastodon.world	@mrshowell24
@ValentinaESL@mas.to	@ValentinaESL
@Profnumeric@mstdn.ca	@profnumeric
@melissalebata@mastodon.world	@melissalebata
@lisaparisi@mastodon.education	@lparisi
@edtechnic@techhub.social	@edtechnic
@cheerio@mastodon.education	@rio_girl
@BiblioTechGal@mastodon.world	@BiblioTechGal
@anne1111@mstdn.social	@kasaan05
@MrsAdamsTech@hachyderm.io	@MrsAdamsTech
@RebBenedict@mastodon.world	@MrsBenedict_FPS
@evidencepolicy@fediscience.org	@EvidencePolicy
@zingerlearns@qoto.org	@zingerlearns
@mosgaard@uddannelse.social	@mosgaard
@jlori@mastodon.cloud	@jlori
@paulallison@mastodon.sdf.org	@paulallison
@olsen@csed.social	@umasshokie
@sultanka@mastodon.world	@Sultanka1968
@MsGracious	EdDCandidate
@malte@uddannelse.social	@malte
@mrdavolatech@mastodon.world	@MrDavolaTech
@StephanieMoore@mastodon.online	@steph_moore
@djvanness@econtwitter.net	@djvanness
@stottern@mastodon.education	@stottern
@unklar@mastodon.education	@unklar
@simonmcgrath@mastodon.scot	@mcgrath_simon
@carriepullen@mstdn.social	Didnât have one
@dan2bit@arlington.social	@dan2a11y
@zullich@sigmoid.social	@marco_zul
@mraharrison@mstdn.social	@mraharrisonCs 
@MrLauLearning.mstdn.social	@mrlaulearning
@david@cantabria.social	I hadn't got 
@danitacobble@mastodon.world	@danitacobble
@Educationforall@mastodon.social	@vermamamta2
@ProfDCotton@home.social	@ProfDCotton
@aweatherall@mastodon.social	@a_weatherall
@imarfisi@mas.to	@IMarfisi
@earlbach@mastodon.education	never got on twitter, but Mastodon seems cool 
@Hbardell@mstdn.party	Hbardell 
@nabsiddiqui@h-net.social	@nabsiddiqui
@barry_para@techhub.social	@barry_para
@jolienmouw@mastodon.social	@jolienmouw
@mado@mastodon.online	Germany
@samb@mastodon.online	@sam_bruzzese
@greenskyvai@social.politicaconciencia.org	@greenskyvai
@edteck@mastodon.coffee	@edteck
@clove@mastodon.world	@carl_love21
@MaryJacobLearning@mastodonapp.uk	@MaryJacobTEL1
@grabe@twit.social	@grabe
@geoffcain@mastodon.social	@geoffcain
@Sijieyu@mastodon.social	@Emily_Sijie_Yu
@TammyPeru@forall.social	@TammyPeru
@MrMC@oeru.social	@TheCliffVN
@technolibrary@newsie.social	@technolibrary
@bayrn@mastodon.cloud	@bryankelleybpk
@ryanstraight@hci.social	@ryanstraight
@Cfanch@mastodon.social	@cfanch
@megcookgeo@mstdn.party	@MegCookGeo
@giofonsecaf@bildung.social	@giofonsecaf
@pmcgonagleEDU@mastodon.education 	@pmcgonagleEDU
@barbinnebraska@mastodon.social 	@BarbinNebraska 
@rigard@designlounge.social	@rigard
@eriningram@mstdn.social	@eriningram
@visionsbyvicky@mastodon.acm.org	@visionsbyvicky
@SandyKendell@mastodon.education	@EdTechSandyK, @DLCoachSandy
@jmpcronin@mastodon.education	@jmpcronin
@photuris5@fosstodon.org	@photuris5
@mhebern@mastodon.education	@mhebern
@uditischler@mastadon.education	@UdiTisch
@nfrecon@mstdn.ca	@nfrecon
@familysimpson@mastodon.scot	@familysimpson
@frankferraiuolo@techhub.social	@FrankFerraiuolo
@scerruti@csed.social	@scerruti
@matt@mastodon.teachmaths.org	@matt_teachmaths
@ryanbaxter@zirk.us	@ryanbaxter
@theAPprofessor@qoto.org	@theAPprofessor
@jbricha1@med-mastodon.com	@jbricha1
@costrike@spore.social	@costrike
@redegelde@mastodon.education	@redegelde
@eduGOOGdroid@geg.social	@eduGOOGdroid
@chris_spackman@twit.social	@OsugiSakae
@curtisjefferson@edumasto.org	@curtisjefferson
@tokyokevin@mastodon.social 	@tokyokevin
@TomMullaney@mastodon.education	@TomEMullaney
@MichiganCJ@mstdn.party	 Never did tweet
@timrosenberg@mastodon.social	@timrosenberg
@linusable@mastodon.social	@linusable
@AlliFlowers@talkedabout.social	@AlliFlowers
@ictedu@mastodon.ie	@ictedu
@bigideasineducation@mstdn.social	@bigideasinedu
@ianrogers@mstdn.social	@greynotgrey
@KaraClayton@universeodon.com	@KaraEClayton
@matt@zirk.us	didn't use birdsite
@alicemercer@union.place	@alicemercer
@dogtrax@mastodon.social	@dogtrax
@dougpete@mstdn.ca	@dougpete
@stemcoding@mastodon.social	@STEMcoding
@mellyteaches@mas.to	@mellyteaches
@bfwclassroom@mastodon.education	@bfwclassroo.
@Tech4TPDmstdn.social	@countykerrymary
@DebStellato@mastodon.sdf.org	@DebraStellato
@HKapanka@cupoftea.social	@HKapanka
@musicandmuse@mastodon.world	@Music_and_Muse
@lia@sciences.social	@ConstitutiveLaw
@jeffmoore@schoolahead.social	JeffMooreEdD
@jeffgreene@mastodon.social	@jeffgreenelearn
@shane_pinnell@educhat.social	@shane_pinnell
@edutooters@chirp.social	na
@edutooters@a.gup.pe	na
@OskarA@sciences.social	@Oskar_Almazan_
@rickweinberg@techhub.social	@rickweinberg
@michaeldwebb@mastodon.world	@michaeldwebb
@mbiotech@sotl.social	@mbiotech
@jzurfluh@aswmast.life	@jon_zurfluh
@jleschke@bildung.social	none
@elyseea@sfba.social	@elyseea
@cdowell@mstdn.social	@profdowell
@ltaylerson@mastodon.social	@realtimeedu
@edwardhilton@defcon.social	@edwardhilton
@JasonPoe@mastodon.education	@jasonpoe
@ShelleyWright@mstdn.social	@wrightsroom 
@nwhitfield@mastodon.social	@NWhitfieldDaily
@briancors@edumasto.org	@briancors
@seanwithwords@mstdn.social	@mrhoganela
@chrodos@mstdn.social 	@chrodos
@stemcoding@mastodon.social	@stemcoding
@MishJHolman@toot.community	@mishjholman
@geneapleau@lor.sh	@geneapleau
@thedanielsgenealogy@genealysis.social	@DanielGenealogy
@AtcherleyONS@toot.community	@AtcherleyONS
@Liz@toot.community 	@WillsmanOneName
@ScottishGENES@mastodon.scot	@genesblog
@cissell@fosstodon.org	--
@ancestorsreunited@toot.community	@ElaineJackson12
@leprchaunrabbit@mstdn.ca	@leprchaunrabbit
@LVChristensen@toot.community	@LVChristensen
@Julie_Gfamily@toot.community	@Julie_Gfamily
@jcnewmark@toot.community	Jcnewmark
@bjnlsgenealogy@mastodon.nz	@Chapja
@ArrogantHair@mstdn.ca	@arroganthair
@LisaBonnice@mastodonapp.uk	@LisaBonnice
@Genealogystories@mastodon.me.uk	@geneastories
@hjarmstrong@mas.to	@hjarmstrong / @suitcasegen
@Miscelena@genealysis.social	@genealogymisc
@Childsercallops@toot.community 	@margaretford4, childsercallops 
@SteveLittle@journa.host	@JStephenLittle
@Stephhill@toot.wales	@Steepaniehill
@SeaGenes@lor.sh	@seagenes
@neilwholey@mastodon.world	@neilwholey
@sharnwhite@mastodon.scot	@sharnwhite
@Springhill_OPS@toot.community	@Springhill_OPS
@AllThoseBefore@toot.community	@AllThoseBefore
@tasteach56@aus.social	@tasteach
@rebekahthorn@climatejustice.social	--
@karistina@toot.community	RealKaristina
@Researchdogbody@toot.community	@researchdogbody
@ChadHanna@mastodon.me.uk	@chadhanna
@WaymarkGenes@mastodon.green	@WaymarkGenes
@shannonfield@mastodon.toot	@shannonjfield
@1nchntd1@mstdn.social	--
@shannonfield@toot.community	@shannonjfield
@GraveyardSnoop@mastodon.online	@GraveyardSnoop keeping it for now
@kwheaton@sfba.social	@a4est42 ( for now)
@genebrarian@mastodon.nz	@genebrarian
@StoneScrubber@toot.community	@StoneScrubber
@helenshields@toot.community	@shields_h
@wychwoodnz@mastodon.nz	@wychwoodnz
@AncestorsAliveFPTP@toot.community	@ancestorsalive, @fppppodcast
@johnboeren_nl@genealysis.social	@johnboeren_nl
@EJBrand@c18.masto.host	EJBrand 
@elsie@toot.community	@LynneCleaver
@UrbanHistorian@mastodon.scot	@urban_historian
@sophieboudarel@mastodon.zaclys.com	@gazetteancetres
@familytreeuk@toot.community	@FamilyTreeUK / @FamilyHistPod
@edintone@mastodon.green	@edintone
@lissity@mas.to	@lissity
@LazyLoverUK@mstdn.social	@LazyLoverUK
@wharcher@mastodon.world	@PumpLane
@ScientistSoph@mastodon.online	@ScientistSoph
@yellacatranch@mastodon.cloud	@yellacatranch
@HeartofScotlandAncestry@mastodon.scot	@HofScotAncestry
@JaneRPastToPresentGenealogy@toot.community	@JaneElRoberts
@Auriette@genealysis.social	Auriette 
@lizl_genealogy@mastodon.social	--
@GeorgeShields@mastodon.social	@GeorgeShields
@KindredPast@toot.community	@KindredPast
@shanew147@mastodon.ie	@shanew147
@JBrianCoyle@mas.to	--
@howardbenbrook@mastodonapp.uk	@hbenbroo
@kildunn@mastodon.scot	@kildunn
@annettekapple@toot.community	--
@gmusser@mastodon.social	@gmusser
@_30Genealogist@mastodonapp.uk	@_30Genealogist
@PYMundGenealogy@c.im	@PYMundGenealogy
@tmlgemealogy@mastodon.online	@tmlgenealogy
@genebrarian@mastodon.nz	@genebrarian
@eugenedub@mastodon.online	--
@Ponga@toot.community	@ponga
@IrishGenealogy@mastodon.ie	@Irish_Genealogy
@cyndislist@toot.community	@CyndisList
@SaraWasson@mstdn.social	@SaraWasson_1
@Enigma75@mastodon.social	--
@kenfinni@toot.community	@kenfinnigan
@MoreThanABranch@mas.to	@MoreThanABranch
@JannetWalsh@mastodon.online	@jannetwalsh
@GeniAus@genealysis.social	@Geniaus
@tonysargeant@mastodon.world 	@tonysargeant
@HeritageMonster@fosstodon.org	@muuranker
@kimberli@mastodon.online	@KimberliHull
@BoydstonLaw@mstdn.social	--
@wayfarer1010@mstdn.social	--
@cbgenealogy@mastodon.ie	@cbgenealogy
@SocOnePlaceStudies@toot.community	@OnePlaceStudies
@RhosHelyg@toot.community	@RuthWillmore
@diggerross_ca@mastodon.scot	@diggerross_ca
@chitarra1600@mastodonapp.uk	@chitarra1600
@mariushendrik@aus.social	@mariushendrik
@jhawran@toot.community	@jennyhawran
@alexandradaw@glammr.us	@luvviealex
@leslielawson@tooting.ch	@llawson3967
@sebdaso@mastodon.social	@Sebdaso
@hillbrookgenealogy@mastodonapp.uk	@HillbrookGeneal
@crossd4@mastodon.online	@crossd4
@jmasonwritedit@toot.community	--
@rfield@mastodon.online	@arfeeld
@HeritageMonster@fosstodon.org	@@muuranker
@BuckinghamshireFHS@mastodonapp.uk	@BucksFHS
@dapperhistorian@mastodon.scot	@dapperhistorian
@Desederata@masthead.social	@desederata
@NakedGenealogy@home.social	@nakedgenealogy
@stevebutman@fosstodon.org	--
@MarpleCat@mastodon.scot	@MarpleCat
@dnakath@mastodon.scot	@dnakath
@MelRootsNWrites@toot.community	@MelRootsNWrites
@mightybigtree@indieweb.social	--
@dave_lifelines@mastodon.scot	@Dave_Lifelines
@2heritagehunters@c.im	@bjm19047
@azurerae@genealysis.social	@azurerobinson
@ConferenceKeeper@toot.community	@confkeep
@eowyn@toot.community	@nmdesertrose
@taneyakoonce@techhub.social	@taneya
@coolgarra@toot.community	@AncestorDigger
@CairelleCrow@mstdn.social	@CairelleCrow
@AncestorsReunited@toot.community	@ElaineJackson12 
@justmaryp@romancelandia.club	@justmaryp
@easteuromutt@mastodon.social	@easteuromutt
@candicelynnb@mastodon.sdf.org	@CandiceB1979
@FamilyTreeSearchers@mstdn.social	@heathernowlan1
@PattyHankins@genealysis.social	@PattyHankins
@valerieb@mastodonapp.uk	--
@Laurie_Snyder@mastodon.social	@Laurie_Snyder
@Meryem_Fuat@social.snorklr.com 	@MeryemFuat
@crgalvin@ausglam.space	@crgalvin
@cferra1227@toot.site	@cferra1227
@TLegmania@toot.community	@TLegmania
@bainey@mastodon.ie	--
@PlymptonBirder@mas.to	@plymptonbirder
@LeitrimMel@toot.community	@Leitrim_Mel
@Geo8@mastodon.uno	--
@tangledwebgenealogy@mstdn.social	@tangledwebgenie
@genzgenealogy@mas.to	@genzgenealogy
@kjm4@mastodon.online	@Kjm4
@LynnC@mastodon.scot	@LynnCorrigan
@valorie@mas.to	@valoriez
@HeatherRojo@toot.community	--
@SirVonWickrath@toot.community	--
@miningthepast@mastodon.scot	@miningthepast
@jannie_b@mastodon.world	@jannie_b
@bethroots@mindly.social 	@mauvaismurder
@stevehutch@mastodon.online	--
@GeneaSpy@toot.community	@GeneaSpy
@JayhawkGenie@toot.community	@jayhawkmommy
@confusethedead@toot.community	@confusethedead
@LindseytheGenie@c.im	--
@lgbgenie@mastodonapp.uk	@LGBgenie
@familyhistpod@toot.community	@FamilyHistPod
@genealogyadventurestv@universeodon.com	@genealogyadvent
@bookchickjen@toot.community	@BookChickJen
@dearmyrtle@toot.community	@dearmyrtle
@deboraharuth@toot.community 	--
@megansmolenyak@mastodon.social	@megansmolenyak
@donvarner@mstdn.social	@donvarner1_don
@learngenealogy@toot.community	@learngenealogy
@jowston@mstdn.social	@jowston
@mamiddau@toot.wales	@Mamiddau
@Flominator@genealysis.social	@Flominator
@maximum_bird@mas.to	@maximum_bird
@LauraLHedgecock@toot.community	@LauraLHedgecock
@cathmary@toot.community	@cathmary
@Exploringbackwards@genealysis.social	@WhiteheadKrista
@genchat@lor.sh	@_genchat
@matebsp@mas.to	--
@janetfew@mastodonapp.uk	@JanetFew
@Janealogy@mastodon.scot	@janenharris
@joannegenealogy@mastodonapp.uk	@kenyonjoanne
@raphink@hachyderm.io	@raphink
@cassmob@toot.community 	@cassmob
@1418research@mastodon.social	--
@Barry_RSA@toot.community	@Barry_RSA 
@WhatsMyLineage@genealysis.social	--
@porthurongenealogist@toot.community	--
@LaurelHaas@c.im	--
@MFHY2K@mastodon.sdf.com	@treebra44061473
@GesherGalicia@mastodon.world	@gashergalicia
@docsst@mastodon.world	@docsst
@mollyscanopy@universeodon.com	@mollyscanopy
@Jenniferirvinghart@toot.community	@JenniferIHart
@faintlymacabre@mas.to	--
@notjustanyfamily@toot.community	@karendebruyne
@vanKleef@genealysis.social	@kleefe
@Helene@genealysis.social	@HeleneMSantoro
@menofworth@mastodon.online	@menofworth
@Chasing_my_tale@mastodonapp.uk	@chasing_my_tale
@Clouddad@mastodon.social	--
@DeckOfAncestors@genealysis.social	@DeckOfAncestors
@AineNiDonnghaile@genealysis.social	@AineDonnghaile
@ArchiveAngel@toot.community	@ArchiveAngel
@KathyWilshaw@mastodonworld.com	@KWFamilyHistory
@kknights@genealysis.social	@veramstone
@MarianBWood@genealysis.social 	@MarianBWood 
@Harryhistoryy@genealysis.social	@Harryhistoryy
@jimagenealogist@toot	--
@PaulTheFossil@cityofchicago.live	--
@theDNAgeek@mstdn.social	--
@grippingyarn@infosec.exchange	@eliasdoesdna
@ruthjots@aus.social	@ruthjots
@cataplin@mindly.social	@cataplin
@mdianerogers@sfba.social	@mdiane_rogers
@janiealogy@mstdn.party	@janiealogytingz
@kansaswriter@ohai.social	@kansaswriter
@thetimeunraveler@genealysis.social	@CyndyHartman
@genealonet@mastodon.top	@genealonet
@Genemeet@genealysis.social 	--
@GenealogyJess@mastodonapp.uk	@GenealogyJess 
@FredDews@mastodon.online	@publichistory
@CarolinesChronicles@genealysis.social	@caroschronicles
@divergentiafaux@neurodifferent.me	--
@Jlepoma@mastodon.social	@JudyLepoma
@HindsGenealogy@genealysis.social	--
@lmgenealogy@mstdn.ca	--
@Harradine@aus.social	@harradine 
@booksonspain@mastodonapp.uk	@booksonspain
@annempowers@mastodonapp.uk	--
@Whoamiftr@mastodon.world	@Whoamiftr
@dekgenealogy@mastodon.world	@dekgenealogy
@wikitree@genealysis.social	@WikiTreers
@CanyonGen@mastodon.social	@CanyonGen
@RatonGenealogy@genealysis.social	@GenealogyRaton
@shamrockgenealogist@genealysis.social	@ShamrockGen
@timepix@mastodonapp.uk	Timepixuk
@franielee@genealysis.social	@FrancesLee37
@DevonFHS@genealysis.social	@devonfhs
@SJCaracciaCPA@genealysis.social	@SJCaracciaCPA
@TheRootsGenie@genealysis.social	@TheRootsGenie
@ellieatf@mstdn.ca	--
@AmyABJ@genealysis.social	--
@supergrrl7@mastodon.social	--
@YourDNAGuide@genealysis.social	@DNAdiahan
@Few4gottenwomen@genealysis.social	@Few4gottenWomen
@Laurelhaas@c.im	--
@MRFortier@genealysis.social	@MRoseMF
@pellepioche@piaille.fr	--
@AllysGenealogy@genealysis.social	@AllysGenealogy
@KarenSkelton@genealysis.social	@KarenK4Justice
@KottalGenealogy@mastodon.online	@KottalGenealogy
@KevinHuigens@Genealysis.social	--
@susankitchens@masto.ai	@susankitchens
@robballan@fosstodon.org	@robbaleyallan
@PhilGrass@genealysis.social	@phil_grass
@shamrockroots@genealysis.social	@ShamrockRoots
@MemsDead@genealysis.social	@MemsDead
@sheribush@mastodon.social	--
@thebiblioblonde@genealysis.social	@thebiblioblonde
@DKayS43@genealysis.social	--
@ToniV@genealysis.social	@ToniVA
@blainebettinger@genealysis.social	@blaine_5
@cnabo@genealysis.social	--
@tanawc@genealysis.social	--
@dhutch@ohai.social	--
@mydeadpeeps@genealysis.social	--
@thomas@thomaspreeec.net	--
@reinasinespejo@mastodon.social	@reinasinespejo
@VirtualGenealogy@c.im	@VirtualGenAssoc
@Bobj2018@genealysis.social/	@Bobj2018
@nathaliesagepranchere@sciences.re	@NSagePranchere
@VicTurk@mastodonapp.uk	@VicTurkBath
@sarawasson@mstdn.social	@sarawasson_1
djneill@mas.to	@neilldj
@flurin_condrau@swiss.social	@flurin_condrau
@sarahebull@mastodon.social	@sarahebull
@AnatomicalCat@mstdn.social	@AnatomicalCat
lopin@laurentgalopin@sciences.re	@LaurentGalopin
@henrik@mastodon.green	@henrikjochum
@KimTodzi@mastodon.social	@KimTodzi
@drlindseyfitzharris@mastodon.world	@DrLindseyFitz
@tortietabby@mastodon.ie	@tortietabby
@agnesjuliet@mastodon.social	@agnesjuliet
@hps_vanessa@mstdn.social	@hps_vanessa
@bmleitner@mas.to	@bmleitner
@andrewlea@mastodon.social	@_AndrewLea_
@med_soz@social.sciences.re	@medSoz_DE
@jaivirdi@mastodon.social	@jaivirdi 
@lonaga@zirk.us	@lisaonaga
@alexcsiszar@fediscience.org	@alexcsiszar
@chrisball4	chrisball4
Roland_Jackson@mstdn.social	@Roland_Jackson
